,epoch,loss,accuracy,grad_norm
0,1.0,0.07096496224403381,98.07691955566406,0.4737791930638659
1,2.0,0.048377618193626404,98.2925033569336,0.3759760793101552
2,3.0,0.043755024671554565,98.27653503417969,0.15938759860324864
3,4.0,0.04052925482392311,98.36808013916016,0.0555427616519949
4,5.0,0.03176311403512955,98.67778778076172,0.34019788584735633
5,6.0,0.016808291897177696,99.14432525634766,0.4603914308206863
6,7.0,0.02615736611187458,98.51077270507812,0.610896488197067
7,8.0,0.011372895911335945,99.56480407714844,0.18921141684999476
8,9.0,0.00740044517442584,99.89942169189453,0.16829582544881938
9,10.0,0.02050146646797657,98.865478515625,0.7139210041405061
10,11.0,0.010291296057403088,99.58230590820312,1.6121524505937206
11,12.0,0.008325640112161636,99.66278839111328,0.08550974905333499
12,13.0,0.002825627801939845,99.9937515258789,0.9542590855718012
13,14.0,0.0026725006755441427,99.9940414428711,0.07873609746516215
14,15.0,0.01769685000181198,99.15547943115234,0.10655210278293524
15,16.0,0.0027613386046141386,99.98567962646484,0.05538424934319287
16,17.0,0.017154399305582047,99.2530746459961,0.08291607008920808
17,18.0,0.0012174596777185798,99.99913787841797,0.09638305825173885
18,19.0,0.0025173467583954334,99.99240112304688,0.12992462296797366
19,20.0,0.00863503199070692,99.78624725341797,0.07669276078183818
20,21.0,0.0012525925412774086,99.99884796142578,0.0932616106480604
21,22.0,0.002863348461687565,99.98711395263672,1.4780458491741217
22,23.0,0.0003093852137681097,99.99951934814453,0.02167267155579545
23,24.0,0.0013252001954242587,99.97038269042969,0.02457117683836486
24,25.0,0.001457136357203126,99.99480438232422,0.2952791417220578
25,26.0,0.0006822007708251476,99.99759674072266,0.024145455688680525
26,27.0,0.0014537115348502994,99.99662780761719,0.07933004861286194
27,28.0,0.00031445780768990517,99.99951934814453,0.013968157010317854
28,29.0,0.0003093418781645596,100.0,0.009607012517291773
29,30.0,0.00041989184683188796,99.99980926513672,0.0253515027530537
30,31.0,0.00018338297377340496,100.0,0.011618693987994618
31,32.0,0.00015887095651123673,100.0,0.006178640207843333
32,33.0,0.0001566708815516904,100.0,0.008735169736088228
33,34.0,0.02266337163746357,99.20298767089844,0.0068153228663361725
34,35.0,0.0001009621046250686,100.0,0.004756364601306016
35,36.0,0.00013641214172821492,100.0,0.00577210648558209
36,37.0,2.1628040485666133e-05,100.0,0.0013251522858412832
37,38.0,7.609086605953053e-05,100.0,0.005133485490777499
38,39.0,0.00014672623365186155,100.0,0.006130775318475512
39,40.0,3.5830958950100467e-05,100.0,0.002067573685344553
40,41.0,6.977634257054888e-06,100.0,0.000544143400746986
41,42.0,6.959166057640687e-05,100.0,0.003941813682497201
42,43.0,2.1411609850474633e-05,100.0,0.0013505629701985418
43,44.0,6.107542048994219e-06,100.0,0.00042938360523548546
44,45.0,5.1973187510157004e-05,100.0,0.002955449537760847
45,46.0,1.455431993235834e-05,100.0,0.0007904325224774952
46,47.0,4.247996457706904e-06,100.0,0.00028475056771091117
47,48.0,6.835345993749797e-05,100.0,0.00400035873701762
48,49.0,1.8366048607276753e-05,100.0,0.0008357612011644621
49,50.0,5.107875040266663e-06,100.0,0.00023786625034737083
50,51.0,7.317890413105488e-05,100.0,0.0051843551103518265
51,52.0,1.5307132343878038e-05,100.0,0.0007652826310337267
52,53.0,4.804223408427788e-06,100.0,0.00020000612692355638
53,54.0,1.1437955436122138e-06,100.0,6.401376091895885e-05
54,55.0,4.422599158715457e-05,100.0,0.0022200080434356152
55,56.0,1.1874899428221397e-05,100.0,0.0005083790226213871
56,57.0,3.1581384973833337e-06,100.0,0.00011637686123050867
57,58.0,6.156240124255419e-05,100.0,0.0027962335794830457
58,59.0,1.5321682440117e-05,100.0,0.0005426125753958448
59,60.0,3.834750714304391e-06,100.0,0.00014257453985994017
60,61.0,8.588887430960312e-05,99.99980926513672,0.004907171359358193
61,62.0,2.009754280152265e-05,100.0,0.0007506780810216436
62,63.0,6.410420610336587e-06,100.0,0.00023563160955471563
63,64.0,9.397098619956523e-05,100.0,0.007017197506839889
64,65.0,1.994032209040597e-05,100.0,0.0008612979416210721
65,66.0,0.0002540398854762316,100.0,0.017092274811804784
66,67.0,3.936166103812866e-05,100.0,0.001525666483575503
67,68.0,9.755345672601834e-06,100.0,0.0003215727352658225
68,69.0,4.9932154070120305e-05,100.0,0.0025354506802924264
69,70.0,1.3144545846444089e-05,100.0,0.00047177879916386996
70,71.0,3.284325430286117e-06,100.0,9.525988569302262e-05
71,72.0,6.948677764739841e-05,100.0,0.004396221147366658
72,73.0,1.4946498595236335e-05,100.0,0.0005516324290852632
73,74.0,3.5710836527869105e-06,100.0,0.00014093402975273405
74,75.0,3.892419408657588e-05,100.0,0.0026026254095237737
75,76.0,8.820078619464766e-06,100.0,0.0003685918959550626
76,77.0,9.273337491322309e-05,100.0,0.008934059684955245
77,78.0,1.7111546185333282e-05,100.0,0.0009034324156202121
78,79.0,0.00010663153807399794,100.0,0.0082018007189067
79,80.0,2.554658567532897e-05,100.0,0.0010688432886809575
80,81.0,6.531539838761091e-06,100.0,0.000329515037350711
81,82.0,5.360457726055756e-05,100.0,0.002711499729832032
82,83.0,1.1759393601096235e-05,100.0,0.0005496883470613419
83,84.0,2.3840166250010952e-06,100.0,0.0001362184523792764
84,85.0,4.128781802137382e-05,100.0,0.0028704147010227264
85,86.0,9.999169378716033e-06,100.0,0.0004993297121825958
86,87.0,2.6201075797871454e-06,100.0,0.00011811602679978883
87,88.0,6.780437047382293e-07,100.0,2.3098569424349488e-05
88,89.0,2.9595015803352e-05,100.0,0.002127667981844056
89,90.0,6.98068788551609e-06,100.0,0.00030752692451450485
90,91.0,1.7158915852633072e-06,100.0,7.546088913812322e-05
91,92.0,5.475597572512925e-05,100.0,0.0054535375212356125
92,93.0,1.0448518878547475e-05,100.0,0.0006569387148753525
93,94.0,3.1071547255123733e-06,100.0,0.00016725880717854724
94,95.0,7.875840992710437e-07,100.0,3.993482328733756e-05
95,96.0,3.015459151356481e-05,100.0,0.002556280242834987
96,97.0,6.9251454988261685e-06,100.0,0.0004845416899261658
97,98.0,1.8644680039869854e-06,100.0,9.06256314656668e-05
98,99.0,3.825817884717253e-07,100.0,1.9823084014733572e-05
99,100.0,8.576227992307395e-05,99.99961853027344,0.007805073366366303
100,101.0,1.1581158105400391e-05,100.0,0.0007866108658014236
101,102.0,3.1145414141064975e-06,100.0,0.00016674706393040645
102,103.0,8.68972733769624e-07,100.0,4.216252690396181e-05
103,104.0,2.1894943813549617e-07,100.0,1.2168684286552722e-05
104,105.0,0.00019806837372016162,99.99807739257812,0.026222918145727404
105,106.0,1.2278967005840968e-05,100.0,0.00121566506346765
106,107.0,3.04562763631111e-06,100.0,0.0002705964017599023
107,108.0,8.780235134508985e-07,100.0,6.418392613247406e-05
108,109.0,2.356631512157037e-07,100.0,1.4979260771447979e-05
109,110.0,5.383945378412136e-08,100.0,4.01517435074174e-06
110,111.0,1.948422141140327e-05,100.0,0.0008933379869896507
111,112.0,3.855909199046437e-06,100.0,0.0002462746865819398
112,113.0,1.0190927923758863e-06,100.0,5.555502042322337e-05
113,114.0,2.8645393967963173e-07,100.0,1.407180509147609e-05
114,115.0,6.512654948664931e-08,100.0,4.022528568976951e-06
115,116.0,0.00014654806000180542,99.99884796142578,0.022816247492183816
116,117.0,1.0340087101212703e-05,100.0,0.000898178535854363
117,118.0,2.2830565740150632e-06,100.0,0.00017934370397496057
118,119.0,6.217388772711274e-07,100.0,3.976356764184269e-05
119,120.0,1.7839580834788649e-07,100.0,1.1474001814354059e-05
120,121.0,4.2962529533951965e-08,100.0,3.3074502818591197e-06
121,122.0,9.126832622996517e-09,100.0,7.261281146397445e-07
122,123.0,1.0770943845272996e-05,100.0,0.0008644059757766628
123,124.0,2.1841681245859945e-06,100.0,0.00014439180840186534
124,125.0,6.314564302556391e-07,100.0,3.150790358517057e-05
125,126.0,2.0455685501019616e-07,100.0,9.213729567963801e-06
126,127.0,5.444470119186917e-08,100.0,2.6224761989712293e-06
