,epoch,loss,accuracy,grad_norm
0,1.0,0.041404735296964645,99.01960754394531,0.1489254435617668
1,2.0,0.03335192799568176,99.01960754394531,0.4497494631327452
2,3.0,0.02584148198366165,99.01960754394531,0.00787350485796494
3,4.0,0.02381729893386364,99.13441467285156,0.024248563713881146
4,5.0,0.02311135269701481,99.14950561523438,0.036889248145153354
5,6.0,0.02311541512608528,99.15617370605469,0.108530941589397
6,7.0,0.022914081811904907,99.16343688964844,0.1092212190325947
7,8.0,0.02225249633193016,99.1943130493164,0.043887182468501804
8,9.0,0.022593563422560692,99.17725372314453,0.1674399819651646
9,10.0,0.022637706249952316,99.17362976074219,0.11855071027672309
10,11.0,0.02219695970416069,99.19039154052734,0.055200418760028194
11,12.0,0.023234454914927483,99.15412139892578,0.1355169882654627
12,13.0,0.020988527685403824,99.23773956298828,0.15414773446037291
13,14.0,0.0200804453343153,99.25196075439453,0.19654219954016292
14,15.0,0.019376765936613083,99.2743148803711,0.10626022442860529
15,16.0,0.016858072951436043,99.33872985839844,0.3029165590958596
16,17.0,0.014316555112600327,99.47333526611328,0.3066366283398111
17,18.0,0.014492974616587162,99.31852722167969,0.25280351533116385
18,19.0,0.01092059537768364,99.45598602294922,0.9692043583314683
19,20.0,0.007400954607874155,99.94343566894531,0.5771402885741784
20,21.0,0.017494414001703262,99.19921875,0.43497284320102386
21,22.0,0.009790973737835884,99.50745391845703,1.1434809328914821
22,23.0,0.00587367732077837,99.96735382080078,0.23494488770000402
23,24.0,0.011366608552634716,99.44147491455078,0.24345239772666755
24,25.0,0.00600094348192215,99.91499328613281,0.9381979296912528
25,26.0,0.003799556754529476,99.99774169921875,0.7201690031135258
26,27.0,0.0037047024816274643,99.99833679199219,0.19839538258903947
27,28.0,0.006032685749232769,99.92362213134766,0.2962011994947656
28,29.0,0.0034662154503166676,99.99264526367188,0.29533993501975636
29,30.0,0.015465578064322472,99.38411712646484,0.20659754213921586
30,31.0,0.006190742366015911,99.77941131591797,0.26264552895311505
31,32.0,0.0024101866874843836,99.99901580810547,0.1133766277061122
32,33.0,0.007974749431014061,99.8267593383789,0.15006147819119892
33,34.0,0.004988330882042646,99.96705627441406,0.16311410530607903
34,35.0,0.015352072194218636,99.6888198852539,0.07950534387734894
35,36.0,0.0021736479829996824,99.9991226196289,0.05990964579976881
36,37.0,0.0020973810460418463,99.99931335449219,0.38027798874178803
37,38.0,0.0064763156697154045,99.83284759521484,0.057796487532300655
38,39.0,0.0036229935940355062,99.9815673828125,3.7549323018313574
39,40.0,0.0012946419883519411,100.0,0.019006786146745242
40,41.0,0.0010880139889195561,99.99990844726562,0.022303093391939286
41,42.0,0.004328606650233269,99.80764770507812,0.7228241269645992
42,43.0,0.002373817842453718,99.99774169921875,0.1412691316334868
43,44.0,0.0015410290798172355,99.99852752685547,0.18623144968737818
44,45.0,0.001152031123638153,99.99891662597656,0.1340714726361068
45,46.0,0.0008889436721801758,99.9994125366211,0.1257325397679802
46,47.0,0.0008993270457722247,99.9994125366211,0.11335127165253728
47,48.0,0.0013245830778032541,99.99646759033203,1.8215194341072376
48,49.0,0.0005498211830854416,99.99921417236328,0.10062207643828733
49,50.0,0.0007594719645567238,99.99588012695312,0.06379369699573388
