,epoch,loss,accuracy,grad_norm
0,1.0,0.04075920581817627,99.01960754394531,0.057400386923650924
1,2.0,0.024002106860280037,99.1255874633789,0.11432850472286026
2,3.0,0.020610226318240166,99.1687240600586,0.12282475157876516
3,4.0,0.01930757611989975,99.20244598388672,0.04232754152242316
4,5.0,0.01743381656706333,99.2371597290039,0.05902375416691172
5,6.0,0.011742527596652508,99.45833587646484,0.14524606758811573
6,7.0,0.007309821899980307,99.66205596923828,0.3213915264483494
7,8.0,0.009932095184922218,99.44588470458984,0.4928420885070497
8,9.0,0.0063580479472875595,99.64657592773438,0.5076617494064753
9,10.0,0.007032881490886211,99.59931182861328,0.6849266656542982
10,11.0,0.004062045831233263,99.83617401123047,0.17548010038073925
11,12.0,0.003139855107292533,99.92195892333984,0.2139436640954754
12,13.0,0.006621352396905422,99.62793731689453,0.5947529880298053
13,14.0,0.002548928838223219,99.95931243896484,0.13721087725559766
14,15.0,0.0023572095669806004,99.9824447631836,0.19864284026354423
15,16.0,0.006316265556961298,99.65960693359375,0.13713399410402008
16,17.0,0.001165727968327701,99.9979476928711,0.7264085140138326
17,18.0,0.002337417099624872,99.96087646484375,0.13549109135058718
18,19.0,0.00929008424282074,99.47049713134766,0.14824964422920206
19,20.0,0.0016033167485147715,99.99431610107422,0.13711480910213364
20,21.0,0.0009328064625151455,99.99921417236328,0.10093822351027498
21,22.0,0.0052881003357470036,99.77362823486328,0.10108510942578768
22,23.0,0.0015249364078044891,99.98872375488281,0.15041336303409664
23,24.0,0.0008569646161049604,99.99931335449219,0.12687852947196632
24,25.0,0.049497634172439575,99.14127349853516,0.07018197473261063
25,26.0,0.000696952803991735,99.9994125366211,0.16924255025446774
26,27.0,0.006342150736600161,99.69293975830078,0.07004310720564799
27,28.0,0.0014467992587015033,99.96764373779297,0.05722418715800225
28,29.0,0.012469891458749771,99.52970886230469,0.053793813748547074
29,30.0,0.006297266110777855,99.77107238769531,0.022592721184344803
30,31.0,0.0017432111781090498,99.98843383789062,0.10479613571029286
31,32.0,0.0013597497018054128,99.99716186523438,0.07115566209479894
32,33.0,0.0006841760477982461,99.99970245361328,0.06802390694128191
33,34.0,0.0006497908616438508,99.99970245361328,0.042237873289930596
34,35.0,0.000747285143006593,99.9996109008789,0.03963095284512961
35,36.0,0.0009342015255242586,99.99784088134766,0.7312497468714108
36,37.0,0.0002983568119816482,100.0,0.024748192773625444
37,38.0,0.0002710297121666372,100.0,0.01846069918969162
38,39.0,0.002243808237835765,99.9422607421875,0.07518480933850434
39,40.0,0.0003014568646904081,99.99990844726562,0.01410478709221024
40,41.0,0.0002066472516162321,100.0,0.013904642778741963
41,42.0,0.00011469519813545048,100.0,0.01194840560366396
42,43.0,0.000117604729894083,100.0,0.005096034857374361
43,44.0,0.0005990412901155651,99.99774169921875,0.07569147931957027
44,45.0,0.00026638549752533436,99.99990844726562,0.01582167753161296
45,46.0,0.00013391497486736625,100.0,0.007809621275425175
46,47.0,0.00010509219282539561,100.0,0.006185229456291929
47,48.0,0.00010019137698691338,100.0,0.00644868581682309
48,49.0,0.0001447496615583077,100.0,0.008277706915665255
49,50.0,0.00022666234872303903,99.9996109008789,0.014224642071081619
